vid	yid	start	end	raw-text	tokenized-text	gloss	split
TsIKJ9_HM-00:09:57.500-00:10:01.000	TsIKJ9_HM	00:09:57.500	00:10:01.000	Closed Captioning: COME BACK NEXT YEAR	closed captioning come back next year		train
TsIKJ9_HM-00:10:01.000-00:10:04.000	TsIKJ9_HM	00:10:01.000	00:10:04.000	None of the bills include a requirement	none of the bills include a requirement		train
TsIKJ9_HM-00:10:04.000-00:10:08.000	TsIKJ9_HM	00:10:04.000	00:10:08.000	that TVs have the closed captioning turned on.	that tvs have the closed captioning turned on		train
TsIKJ9_HM-00:10:08.000-00:10:12.000	TsIKJ9_HM	00:10:08.000	00:10:12.000	Thanks to the bill authors,	thanks to the bill authors		train
TsIKJ9_HM-00:10:12.000-00:10:15.000	TsIKJ9_HM	00:10:12.000	00:10:15.000	Representative Jerry Newton	representative jerry newton		test
TsIKJ9_HM-00:10:15.000-00:10:18.000	TsIKJ9_HM	00:10:15.000	00:10:18.000	and Senator Alice Johnson.	and senator alice johnson		test
TsIKJ9_HM-00:10:18.000-00:10:20.000	TsIKJ9_HM	00:10:18.000	00:10:20.000	Special thanks to	special thanks to		train
TsIKJ9_HM-00:10:20.000-00:10:23.000	TsIKJ9_HM	00:10:20.000	00:10:23.000	Representative Brian Daniels	representative brian daniels		train
TsIKJ9_HM-00:10:23.000-00:10:26.000	TsIKJ9_HM	00:10:23.000	00:10:26.000	for offering an amendment	for offering an amendment		train
TsIKJ9_HM-00:10:26.000-00:10:29.000	TsIKJ9_HM	00:10:26.000	00:10:29.000	on the House floor.	on the house floor		test
TsIKJ9_HM-00:10:33.300-00:10:35.300	TsIKJ9_HM	00:10:33.300	00:10:35.300	WhatÕs next?	whatõs next		valid
TsIKJ9_HM-00:10:35.300-00:10:38.000	TsIKJ9_HM	00:10:35.300	00:10:38.000	The Commission will work with	the commission will work with		train
TsIKJ9_HM-00:10:38.000-00:10:40.000	TsIKJ9_HM	00:10:38.000	00:10:40.000	the Restaurant Association	the restaurant association		train
TsIKJ9_HM-00:10:40.000-00:10:43.000	TsIKJ9_HM	00:10:40.000	00:10:43.000	during the summer and fall	during the summer and fall		train
TsIKJ9_HM-00:10:43.000-00:10:46.000	TsIKJ9_HM	00:10:43.000	00:10:46.000	their members about the requirement	their members about the requirement		train
TsIKJ9_HM-00:10:46.000-00:10:50.000	TsIKJ9_HM	00:10:46.000	00:10:50.000	to turn on closed captioning upon request.	to turn on closed captioning upon request		train
TsIKJ9_HM-00:10:50.000-00:10:53.000	TsIKJ9_HM	00:10:50.000	00:10:53.000	This is a requirement under the federal	this is a requirement under the federal		train
TsIKJ9_HM-00:10:53.000-00:10:56.000	TsIKJ9_HM	00:10:53.000	00:10:56.000	Americans with Disabilities Act.	americans with disabilities act		train
TsIKJ9_HM-00:10:56.000-00:10:59.000	TsIKJ9_HM	00:10:56.000	00:10:59.000	We will also work on building support	we will also work on building support		test
TsIKJ9_HM-00:10:59.000-00:11:10.000	TsIKJ9_HM	00:10:59.000	00:11:10.000	for legislation to require closed captioning	for legislation to require closed captioning		train
TsIKJ9_HM-00:11:10.000-00:11:12.200	TsIKJ9_HM	00:11:10.000	00:11:12.200	to be passed when the legislature	to be passed when the legislature		train
TsIKJ9_HM-00:11:10.000-00:11:11.600	TsIKJ9_HM	00:11:10.000	00:11:11.600	meets again next spring.	meets again next spring		train
TsIKJ9_HM-00:11:14.500-00:11:16.500	TsIKJ9_HM	00:11:14.500	00:11:16.500	For more information,	for more information		train
TsIKJ9_HM-00:11:16.500-00:11:18.500	TsIKJ9_HM	00:11:16.500	00:11:18.500	visit our website.	visit our website		train
TsIKJ9_HM-00:11:18.500-00:11:21.000	TsIKJ9_HM	00:11:18.500	00:11:21.000	www.mncdhh.org	wwwmncdhhorg		train
gT5niZINmzE-00:00:00.880-00:00:03.700	gT5niZINmzE	00:00:00.880	00:00:03.700	Hi, I'm Stephanie.	hi im stephanie		train
gT5niZINmzE-00:00:03.700-00:00:06.900	gT5niZINmzE	00:00:03.700	00:00:06.900	I'm signing this vlog for MNCDHH.	im signing this vlog for mncdhh		train
gT5niZINmzE-00:00:08.400-00:00:11.600	gT5niZINmzE	00:00:08.400	00:00:11.600	The 2014 Legislative Session is now over.	the 2014 legislative session is now over		train
gT5niZINmzE-00:00:11.790-00:00:13.330	gT5niZINmzE	00:00:11.790	00:00:13.330	It was a great success!	it was a great success		train
gT5niZINmzE-00:00:14.060-00:00:18.700	gT5niZINmzE	00:00:14.060	00:00:18.700	Thank you for your advocacy of bills	thank you for your advocacy of bills		train
gT5niZINmzE-00:00:18.700-00:00:23.140	gT5niZINmzE	00:00:18.700	00:00:23.140	set by our Commission and community members.	set by our commission and community members		train
gT5niZINmzE-00:00:23.140-00:00:26.680	gT5niZINmzE	00:00:23.140	00:00:26.680	Your participation through emails, VP, or	your participation through emails vp or		train
gT5niZINmzE-00:00:26.693-00:00:30.393	gT5niZINmzE	00:00:26.693	00:00:30.393	in person had a very positive impact.	in person had a very positive impact		test
gT5niZINmzE-00:00:31.280-00:00:36.180	gT5niZINmzE	00:00:31.280	00:00:36.180	Thank you also to our 2014 Chief Authors who	thank you also to our 2014 chief authors who		valid
gT5niZINmzE-00:00:36.359-00:00:40.959	gT5niZINmzE	00:00:36.359	00:00:40.959	worked hard to support us and get our bills passed.	worked hard to support us and get our bills passed		train
gT5niZINmzE-00:00:41.840-00:00:46.000	gT5niZINmzE	00:00:41.840	00:00:46.000	Now for a wrap up what happened in the 2014 Legislative Session.	now for a wrap up what happened in the 2014 legislative session		train
gT5niZINmzE-00:00:50.340-00:00:52.440	gT5niZINmzE	00:00:50.340	00:00:52.440	Minnesota State Academies requested	minnesota state academies requested		train
gT5niZINmzE-00:00:52.500-00:00:56.600	gT5niZINmzE	00:00:52.500	00:00:56.600	$700,000 for asset preservation	700000 for asset preservation		train
gT5niZINmzE-00:00:56.820-00:00:59.860	gT5niZINmzE	00:00:56.820	00:00:59.860	and $10.5 million for a new dorm.	and 105 million for a new dorm		train
gT5niZINmzE-00:00:59.900-00:01:02.300	gT5niZINmzE	00:00:59.900	00:01:02.300	Those requests were passed.	those requests were passed		train
gT5niZINmzE-00:01:02.420-00:01:05.640	gT5niZINmzE	00:01:02.420	00:01:05.640	Thank you to Representative Patti Fritz	thank you to representative patti fritz		test
gT5niZINmzE-00:01:05.640-00:01:08.620	gT5niZINmzE	00:01:05.640	00:01:08.620	and Senator Vicki Jensen.	and senator vicki jensen		valid
gT5niZINmzE-00:01:09.160-00:01:10.800	gT5niZINmzE	00:01:09.160	00:01:10.800	Thanks also to Conference Chairs	thanks also to conference chairs		train
gT5niZINmzE-00:01:10.820-00:01:13.460	gT5niZINmzE	00:01:10.820	00:01:13.460	Senator Leroy Stumpf and	senator leroy stumpf and		train
gT5niZINmzE-00:01:13.460-00:01:17.320	gT5niZINmzE	00:01:13.460	00:01:17.320	Representative Alice Hausman.	representative alice hausman		train
gT5niZINmzE-00:01:26.800-00:01:31.340	gT5niZINmzE	00:01:26.800	00:01:31.340	Governor Dayton signed an executive order to have	governor dayton signed an executive order to have		train
gT5niZINmzE-00:01:31.340-00:01:36.780	gT5niZINmzE	00:01:31.340	00:01:36.780	"something called an ""Un-session."" What's that?"	something called an unsession whats that		train
gT5niZINmzE-00:01:38.775-00:01:42.495	gT5niZINmzE	00:01:38.775	00:01:42.495	He ordered all state agencies to review laws	he ordered all state agencies to review laws		train
gT5niZINmzE-00:01:42.495-00:01:47.535	gT5niZINmzE	00:01:42.495	00:01:47.535	and find old, outdated laws to eliminate.	and find old outdated laws to eliminate		train
gT5niZINmzE-00:01:48.999-00:01:53.519	gT5niZINmzE	00:01:48.999	00:01:53.519	Legislators didn't realize MSAD's Superintendent	legislators didnt realize msads superintendent		train
gT5niZINmzE-00:01:53.580-00:01:56.600	gT5niZINmzE	00:01:53.580	00:01:56.600	still performs civil marriage ceremonies.	still performs civil marriage ceremonies		train
gT5niZINmzE-00:01:57.200-00:02:00.580	gT5niZINmzE	00:01:57.200	00:02:00.580	They planned to get rid of the legal authority allowing	they planned to get rid of the legal authority allowing		valid
gT5niZINmzE-00:02:00.580-00:02:02.460	gT5niZINmzE	00:02:00.580	00:02:02.460	superintendents to perform marriage ceremonies.	superintendents to perform marriage ceremonies		train
gT5niZINmzE-00:02:03.200-00:02:08.380	gT5niZINmzE	00:02:03.200	00:02:08.380	Sonny Wasilowski and Mike Cashman	sonny wasilowski and mike cashman		valid
gT5niZINmzE-00:02:08.380-00:02:10.700	gT5niZINmzE	00:02:08.380	00:02:10.700	met with their legislators.	met with their legislators		train
gT5niZINmzE-00:02:10.700-00:02:15.400	gT5niZINmzE	00:02:10.700	00:02:15.400	Sonny and Mike explained the law is still needed because	sonny and mike explained the law is still needed because		train
gT5niZINmzE-00:02:15.540-00:02:19.860	gT5niZINmzE	00:02:15.540	00:02:19.860	MSAD's superintendent can sign in ASL	msads superintendent can sign in asl		train
gT5niZINmzE-00:02:19.860-00:02:22.380	gT5niZINmzE	00:02:19.860	00:02:22.380	and it's important to keep Deaf-friendly	and its important to keep deaffriendly		train
gT5niZINmzE-00:02:22.380-00:02:26.660	gT5niZINmzE	00:02:22.380	00:02:26.660	marriage ceremony options available.	marriage ceremony options available		train
gT5niZINmzE-00:02:26.660-00:02:29.620	gT5niZINmzE	00:02:26.660	00:02:29.620	Legislators understood and agreed to keep the law.	legislators understood and agreed to keep the law		train
gT5niZINmzE-00:02:29.620-00:02:32.780	gT5niZINmzE	00:02:29.620	00:02:32.780	This means MSAD's superintendent will continue	this means msads superintendent will continue		train
gT5niZINmzE-00:02:32.780-00:02:34.900	gT5niZINmzE	00:02:32.780	00:02:34.900	to have authority to perform civil marriage ceremonies.	to have authority to perform civil marriage ceremonies		valid
gT5niZINmzE-00:02:35.780-00:02:39.400	gT5niZINmzE	00:02:35.780	00:02:39.400	Thank you to Representative Tina Liebling	thank you to representative tina liebling		train
gT5niZINmzE-00:02:39.400-00:02:42.960	gT5niZINmzE	00:02:39.400	00:02:42.960	and Senator John Hoffman.	and senator john hoffman		train
QYRM7sfCCPs-00:00:00.000-00:00:12.820	QYRM7sfCCPs	00:00:00.000	00:00:12.820	Hello, I’m Kathy and for this assignment, I choose the gay/lesbian /bisexual cultural group.	hello im kathy and for this assignment i choose the gaylesbian bisexual cultural group		train
QYRM7sfCCPs-00:00:12.820-00:00:21.340	QYRM7sfCCPs	00:00:12.820	00:00:21.340	I found a good book titled “Psychological Perspectives on Lesbian, Gay, and Bisexual Experiences.”	i found a good book titled psychological perspectives on lesbian gay and bisexual experiences		train
QYRM7sfCCPs-00:00:21.340-00:00:35.040	QYRM7sfCCPs	00:00:21.340	00:00:35.040	It was the 2nd edition written by Linda D. Garnets and Douglas C. Kimmel.	it was the 2nd edition written by linda d garnets and douglas c kimmel		train
QYRM7sfCCPs-00:00:35.040-00:00:46.280	QYRM7sfCCPs	00:00:35.040	00:00:46.280	They said the emerging field of this group came from the perspective of 4 major themes.	they said the emerging field of this group came from the perspective of 4 major themes		train
QYRM7sfCCPs-00:00:46.280-00:00:54.280	QYRM7sfCCPs	00:00:46.280	00:00:54.280	The first theme was defining the term sexual orientation, including new paradigms to enhance understanding.	the first theme was defining the term sexual orientation including new paradigms to enhance understanding		train
QYRM7sfCCPs-00:00:54.280-00:01:22.640	QYRM7sfCCPs	00:00:54.280	00:01:22.640	The second theme covered limitations and caveats (conditions/warnings) of psychological research on sexual orientation.	the second theme covered limitations and caveats conditionswarnings of psychological research on sexual orientation		test
QYRM7sfCCPs-00:01:22.640-00:01:33.320	QYRM7sfCCPs	00:01:22.640	00:01:33.320	The third theme explained why it was an important variable in understanding people psychologically.	the third theme explained why it was an important variable in understanding people psychologically		train
QYRM7sfCCPs-00:01:33.320-00:01:38.180	QYRM7sfCCPs	00:01:33.320	00:01:38.180	The last theme was about the cultural and historical perspectives.	the last theme was about the cultural and historical perspectives		train
QYRM7sfCCPs-00:01:38.180-00:01:49.760	QYRM7sfCCPs	00:01:38.180	00:01:49.760	I figured out that with these 4 themes, it would help guide me to understanding this group better.	i figured out that with these 4 themes it would help guide me to understanding this group better		train
QYRM7sfCCPs-00:01:49.760-00:02:10.340	QYRM7sfCCPs	00:01:49.760	00:02:10.340	With the term sexual orientation, I believe from reading the introduction in the book that it is possibly what people outside this group think about when the terms gay, lesbian or bisexual pop up.	with the term sexual orientation i believe from reading the introduction in the book that it is possibly what people outside this group think about when the terms gay lesbian or bisexual pop up		train
QYRM7sfCCPs-00:02:10.340-00:02:35.640	QYRM7sfCCPs	00:02:10.340	00:02:35.640	It appears that when more and more people came out of the closet, these terms became more focused on gender diversity, rather than a group of people interested in sex with the same gender.	it appears that when more and more people came out of the closet these terms became more focused on gender diversity rather than a group of people interested in sex with the same gender		train
QYRM7sfCCPs-00:02:35.640-00:03:01.600	QYRM7sfCCPs	00:02:35.640	00:03:01.600	It was interesting to note that up to around the 70’s, homosexuality was considered to have pathological aspects, or in other words, it was considered abnormal behavior.	it was interesting to note that up to around the 70s homosexuality was considered to have pathological aspects or in other words it was considered abnormal behavior		train
QYRM7sfCCPs-00:03:01.600-00:03:27.280	QYRM7sfCCPs	00:03:01.600	00:03:27.280	Morin (1977), a psychologist, called it “heterosexual bias”, which means that heterosexuality was superior to homosexuality.	morin 1977 a psychologist called it heterosexual bias which means that heterosexuality was superior to homosexuality		train
QYRM7sfCCPs-00:03:27.280-00:04:02.900	QYRM7sfCCPs	00:03:27.280	00:04:02.900	Homosexuality was also considered to be a result of mental illness or part of emotional instability, until in 1973, the American Psychiatric Association agreed to remove it from the listing of mental illnesses in their  Manual of Diagnostic and Statistical Psychiatric Disorders.	homosexuality was also considered to be a result of mental illness or part of emotional instability until in 1973 the american psychiatric association agreed to remove it from the listing of mental illnesses in their  manual of diagnostic and statistical psychiatric disorders		train
QYRM7sfCCPs-00:04:02.900-00:04:12.660	QYRM7sfCCPs	00:04:02.900	00:04:12.660	Two years later, the American Psychological Association did the same.	two years later the american psychological association did the same		train
QYRM7sfCCPs-00:04:12.660-00:04:34.280	QYRM7sfCCPs	00:04:12.660	00:04:34.280	LDC #1	ldc 1		test
QYRM7sfCCPs-00:04:34.280-00:04:47.660	QYRM7sfCCPs	00:04:34.280	00:04:47.660	That was very surprising to me.  I never realized it was considered a mental illness almost 4 decades ago.	that was very surprising to me  i never realized it was considered a mental illness almost 4 decades ago		train
QYRM7sfCCPs-00:04:47.660-00:04:59.840	QYRM7sfCCPs	00:04:47.660	00:04:59.840	During some of my research, I came across the name of a lady named Evelyn Hooker several times.	during some of my research i came across the name of a lady named evelyn hooker several times		train
QYRM7sfCCPs-00:04:59.840-00:05:07.800	QYRM7sfCCPs	00:04:59.840	00:05:07.800	I decided to find out who she was as I had never heard of the name before.	i decided to find out who she was as i had never heard of the name before		valid
QYRM7sfCCPs-00:05:07.800-00:05:22.820	QYRM7sfCCPs	00:05:07.800	00:05:22.820	I first came upon a newspaper article about her death in the Los Angeles Times written by Myrna Oliver in 1996.	i first came upon a newspaper article about her death in the los angeles times written by myrna oliver in 1996		valid
QYRM7sfCCPs-00:05:22.820-00:05:46.400	QYRM7sfCCPs	00:05:22.820	00:05:46.400	In the newspaper article, it explained that her research helped to prove that homosexuality was not a mental illness and at the same time, helped to “fuel gay liberation.”	in the newspaper article it explained that her research helped to prove that homosexuality was not a mental illness and at the same time helped to fuel gay liberation		train
QYRM7sfCCPs-00:05:47.200-00:06:08.680	QYRM7sfCCPs	00:05:47.200	00:06:08.680	She wrote a report which was pretty controversial at that time saying that there was nothing pathologically different between men, whether they were straight or gay.	she wrote a report which was pretty controversial at that time saying that there was nothing pathologically different between men whether they were straight or gay		train
QYRM7sfCCPs-00:06:08.680-00:06:16.100	QYRM7sfCCPs	00:06:08.680	00:06:16.100	Hooker herself was straight, but understood those who were gay.	hooker herself was straight but understood those who were gay		train
QYRM7sfCCPs-00:06:16.100-00:06:44.360	QYRM7sfCCPs	00:06:16.100	00:06:44.360	Also, while reading the book by Garnets and Kimmel, I noticed the terms “sexual orientation” and “sexual identity” was used more over the terms “heterosexual” and “homosexual.”	also while reading the book by garnets and kimmel i noticed the terms sexual orientation and sexual identity was used more over the terms heterosexual and homosexual		train
QYRM7sfCCPs-00:06:44.360-00:06:58.980	QYRM7sfCCPs	00:06:44.360	00:06:58.980	I checked other resources to see if it was now considered more political correct to use the former terms.	i checked other resources to see if it was now considered more political correct to use the former terms		train
QYRM7sfCCPs-00:06:58.980-00:07:17.160	QYRM7sfCCPs	00:06:58.980	00:07:17.160	I checked the GLAAD website and it discouraged the use of the word “homosexual” except for it being in direct quotes.	i checked the glaad website and it discouraged the use of the word homosexual except for it being in direct quotes		train
QYRM7sfCCPs-00:07:17.160-00:07:36.840	QYRM7sfCCPs	00:07:17.160	00:07:36.840	The website explained that the term homosexual was used by anti-gay extremists who viewed this group as being diseased or with a mental illness.	the website explained that the term homosexual was used by antigay extremists who viewed this group as being diseased or with a mental illness		train
QYRM7sfCCPs-00:07:36.840-00:07:41.760	QYRM7sfCCPs	00:07:36.840	00:07:41.760	Again, this was something new to me.	again this was something new to me		train
QYRM7sfCCPs-00:07:42.360-00:08:02.360	QYRM7sfCCPs	00:07:42.360	00:08:02.360	One whole chapter in the book written by Garnets and Kimmel discussed research that tried to prove if attraction to the same sex was biological or not.	one whole chapter in the book written by garnets and kimmel discussed research that tried to prove if attraction to the same sex was biological or not		train
QYRM7sfCCPs-00:08:02.360-00:08:20.900	QYRM7sfCCPs	00:08:02.360	00:08:20.900	I remembered reading about this in my old Physiology of the Brain textbook written by Neil Carson.	i remembered reading about this in my old physiology of the brain textbook written by neil carson		train
